0,1,offset,t
-0.10473900469284546,0.4388818711024856,-1,0
0.4134454940999813,1.3865049263806202,-1,1
-0.11657914621511889,-0.12709332507058044,-1,1
1.1638891681724406,1.3621461835244404,-1,0
-0.848818126853548,0.20853166577390503,-1,0
0.8233911107517593,0.9883444530929028,-1,1
0.7468911734237547,0.0887375329982592,-1,1
1.1084553485161763,0.669987636331987,-1,0
-0.03679434491242523,0.04394196098761593,-1,0
0.7584693274857437,0.8684004017891637,-1,1
1.0972505931080399,-0.30070286959655373,-1,1
1.0022278529434065,1.6155742968274975,-1,0
0.23001033865780715,0.25160869006145886,-1,0
1.1079265548792976,1.3203092327011137,-1,1
1.356790215851007,-0.34457244295719447,-1,1
1.2459972399456813,0.9537921301603518,-1,0
-0.4289236238172704,-0.5146214329101055,-1,0
0.7682899393363888,1.4957299004650904,-1,1
1.052806379633233,0.17594906211003342,-1,1
1.1286332146967424,1.5397826461825093,-1,0
0.612447001173233,1.0756437907247918,-1,0
0.7719299836241409,1.3945464784761035,-1,1
0.7860396969461992,0.0060106839276048195,-1,1
0.9806753678542652,1.1140042544773696,-1,0
-0.059066731576956355,-0.5486576594724212,-1,0
-0.2314838773440063,2.721366870346501,-1,1
1.088668425347787,-0.5413814491578236,-1,1
1.1860594863553684,1.3453709108265834,-1,0
0.5969670893580711,0.47922769266840876,-1,0
0.5405458912648587,0.6031063690717229,-1,1
1.9096035232662096,-0.3383588591531108,-1,1
1.4096245441534725,1.4430060882073068,-1,0
0.0036696695610666055,0.28813082402594103,-1,0
-0.7470477824884914,0.6959203445540919,-1,1
0.8637219065733874,0.3418889959154767,-1,1
0.9829778826769021,1.5069667376003864,-1,0
0.846394066067278,0.1032877472393622,-1,0
1.060139962972868,0.42983728417765454,-1,1
0.545137458863509,0.21436657594669203,-1,1
0.8825979732608235,1.6414714139220816,-1,0
0.01873914630723535,-0.574976418568043,-1,0
-0.5829719712713788,1.2332863998265942,-1,1
0.16104367155456034,-0.29621555695510915,-1,1
0.886906316540708,1.360477567575483,-1,0
-0.09586790240894055,0.21179480686168192,-1,0
-0.35477290622693636,2.1410132582559216,-1,1
0.8766743277644066,0.047049507362733035,-1,1
1.635187135046881,1.030936496332973,-1,0
0.6943817004609586,0.6986068011460336,-1,0
0.6830912717810994,1.4450478522843568,-1,1
1.2730380177837635,0.5351221473251676,-1,1
0.6390822525371321,0.7379954624657239,-1,0
-0.007179803391605748,-0.18816393469401335,-1,0
0.3315789116055591,1.1850377462951696,-1,1
0.8547855275018001,-0.794161541122961,-1,1
0.6242794156037228,1.1216037626948212,-1,0
-0.10356748690837667,0.709499399880722,-1,0
-0.6759192328481999,0.509604073526714,-1,1
1.9760025911336292,-0.2920421043242209,-1,1
1.661878361604494,0.8084696959174957,-1,0
-0.5376245707290462,0.13253033058980665,-1,0
0.594541687629798,1.1437501392539091,-1,1
1.9092175116612051,-0.1660487587981945,-1,1
0.7759491033046553,1.301005733846322,-1,0
-0.11730528810565648,-0.04192027174228193,-1,0
-0.3376279307195879,0.6159014556602671,-1,1
1.5926596043061059,-0.7388250610055486,-1,1
0.4181894004852055,0.849785979265087,-1,0
0.33505805696086705,-0.42594575654560907,-1,0
0.26338176358920673,0.9494942179155691,-1,1
0.3035922856105354,0.012642689970915956,-1,1
0.06204687070834347,1.0651897337343985,-1,0
-0.4584653912552427,-0.46356506747727133,-1,0
-0.6203002191963282,0.04702709762091928,-1,1
1.2434378326918918,0.2671679657317771,-1,1
0.9528019524561614,1.750487155327503,-1,0
-0.8151637842726993,0.19217490090809997,-1,0
0.45856244129622625,0.6588273858454556,-1,1
0.26898835812010935,0.16730837789906494,-1,1
1.3913254418312495,1.5083743542639532,-1,0
0.164520057682026,-0.17554956081661752,-1,0
0.8647739101884414,0.9264973473583424,-1,1
1.3670896421393381,0.16186843427775963,-1,1
0.7746263329800275,1.196336054040144,-1,0
-0.4250261814905779,-0.5655609531393428,-1,0
0.3124383218124171,1.519839496398371,-1,1
1.0109358289476944,0.18315536963186277,-1,1
1.0461187147258628,0.7396982198656388,-1,0
